ATAC_peak	RT	ATAC_OCT4.ON	ATAC_OCT4.OFF
ATAC10307	ES	2.29775	3.7489
ATAC10308	ES	0.931685	1.3256
ATAC10309	ES	1.20578	2.27101
ATAC10310	ES	0.813666	1.32014
ATAC10311	ES	1.21837	1.46405
ATAC10312	ES	1.84242	2.0646
ATAC10313	ES	0.893824	1.00515
ATAC10314	ES	0.860069	0.592203
ATAC10315	ES	1.19697	0.640993
ATAC10316	ES	1.04135	0.722667
ATAC10317	ES	1.20992	1.53928
ATAC10318	ES	1.34877	1.68112
ATAC10319	ES	1.57263	1.13558
ATAC10320	ES	0.704074	0.652001
ATAC10321	ES	2.02788	1.87973
ATAC10322	ES	1.37863	1.19536
ATAC10323	ES	1.18463	1.71692
ATAC10324	ES	1.33434	1.52398
ATAC10325	ES	0.961207	0.613865
ATAC10330	ES	0.68296	0.771415
ATAC10331	ES	2.04892	2.18959
ATAC10332	ES	1.34868	1.69459
ATAC10333	ES	0.898044	1.49416
ATAC10334	ES	0.923328	1.11925
ATAC10335	ES	1.03294	1.41808
ATAC10336	ES	0.79264	0.907307
ATAC10337	ES	1.1257	1.46706
ATAC10338	ES	0.724713	0.564867
ATAC10339	ES	0.855861	0.760586
ATAC10340	ES	1.18474	1.304
ATAC10342	ES	2.33575	1.77127
ATAC10343	ES	0.906452	1.36372
ATAC10344	ES	1.42491	1.57011
ATAC10345	ES	1.44615	1.46148
ATAC10346	ES	2.22088	2.1023
ATAC10347	ES	1.93938	2.7112
ATAC10348	ES	2.16263	2.78713
ATAC10349	ES	0.957062	0.412964
ATAC10350	ES	1.43347	1.43984
ATAC10351	ES	1.74542	2.31985
ATAC10352	ES	1.22674	1.35827
ATAC10361	ES	3.40407	4.31043
ATAC10362	ES	0.978076	1.36364
ATAC10363	ES	0.931656	0.91256
ATAC10364	ES	0.754584	0.793056
ATAC10365	ES	0.729397	0.956218
ATAC10366	ES	1.91408	2.12687
ATAC10367	ES	1.25637	0.988849
ATAC10368	ES	0.742032	1.36373
ATAC10369	ES	1.01603	0.896461
ATAC10370	ES	1.1552	1.51033
ATAC10371	ES	0.868354	0.505286
ATAC10372	ES	1.61473	2.08357
ATAC10373	ES	0.843112	0.706182
ATAC10384	ES	1.00288	1.10778
ATAC10385	ES	1.38558	1.81644
ATAC10386	ES	1.01599	0.744427
ATAC10395	ES	0.792631	0.896451
ATAC10396	ES	1.24799	1.66257
ATAC10397	ES	1.63544	2.53391
ATAC10398	ES	0.792627	0.885764
ATAC10399	ES	1.24788	1.66238
ATAC10400	ES	1.0161	0.967132
ATAC10401	ES	1.64006	1.86898
ATAC10402	ES	2.69414	3.73284
ATAC10403	ES	0.7041	1.41281
ATAC10404	ES	1.43902	2.04654
ATAC10405	ES	0.805195	1.03774
ATAC10406	ES	1.41169	2.19388
ATAC10407	ES	0.973919	1.02145
ATAC10427	ES	0.746189	0.825797
ATAC10428	ES	1.67381	2.23311
ATAC10429	ES	0.67034	0.461863
ATAC10430	ES	0.682875	0.619276
ATAC10431	ES	1.02028	1.60283
ATAC10432	ES	2.54869	1.80938
ATAC10433	ES	1.33226	1.0595
ATAC10434	ES	1.90814	2.03087
ATAC10435	ES	0.838997	0.994332
ATAC10436	ES	1.3027	1.21435
ATAC10438	ES	0.80514	1.02676
ATAC10439	ES	1.55143	2.39596
ATAC10440	ES	0.960886	1.20566
ATAC10441	ES	2.99348	3.95539
ATAC10442	ES	1.07084	1.24959
ATAC10443	ES	1.89903	2.36569
ATAC10444	ES	1.13833	1.17906
ATAC10445	ES	1.53465	0.635701
ATAC10446	ES	1.90568	2.16793
ATAC10447	ES	1.18032	1.46114
ATAC10448	ES	0.754694	0.733533
ATAC10449	ES	2.32512	0.926405
ATAC10450	ES	2.43131	1.11103
ATAC10451	ES	0.893558	1.22747
ATAC10452	ES	0.923092	0.782232
ATAC10453	ES	1.04135	0.776886
ATAC10454	ES	1.47987	1.17902
ATAC10455	ES	1.35527	1.48308
ATAC10456	ES	0.702986	0.755197
ATAC10457	ES	2.02793	2.77108
ATAC10458	ES	2.53735	2.83001
ATAC10459	ES	0.737487	0.597402
ATAC10460	ES	2.82231	1.84431
ATAC10461	ES	3.35712	3.37004
ATAC10462	ES	3.09841	3.44707
ATAC10463	ES	1.66118	1.70611
ATAC10464	ES	0.796637	0.787795
ATAC10465	ES	0.82623	0.966942
ATAC10466	ES	0.82179	0.836369
ATAC10467	ES	0.868476	0.852925
ATAC10468	ES	1.09184	1.23869
ATAC10474	ES	0.9401	0.907323
ATAC10475	ES	1.06937	1.26579
ATAC10476	ES	0.727228	0.782329
ATAC10477	ES	1.30262	1.43419
ATAC10478	ES	0.775623	0.92886
ATAC10479	ES	2.4748	1.96861
ATAC10480	ES	3.35281	1.75767
ATAC10481	ES	2.15862	2.49408
ATAC10482	ES	0.763033	0.49981
ATAC10483	ES	1.71051	1.53653
ATAC10484	ES	1.13128	1.09212
ATAC10485	ES	2.42964	2.60464
ATAC10486	ES	0.927457	1.0268
ATAC10487	ES	1.04545	0.603091
ATAC10488	ES	1.74961	1.82344
ATAC10489	ES	0.948546	1.10282
ATAC10509	ES	1.66732	1.77076
ATAC10510	ES	0.733609	0.516277
ATAC10511	ES	1.61031	1.17884
ATAC10512	ES	2.06978	0.737031
ATAC10513	ES	2.57159	2.03705
ATAC10514	ES	0.828456	0.456392
ATAC10515	ES	2.05745	2.20591
ATAC10598	ES	0.715615	0.699506
ATAC10599	ES	1.46509	1.54552
ATAC10600	ES	1.48375	1.39601
ATAC10601	ES	1.58422	1.4063
ATAC10602	ES	3.39138	4.56041
ATAC10603	ES	0.792577	1.30937
ATAC10604	ES	0.902247	0.885682
ATAC10605	ES	3.26197	2.93641
ATAC10606	ES	1.5976	1.42871
ATAC10607	ES	0.87687	1.29841
ATAC10608	ES	1.42084	2.04839
ATAC10609	ES	2.01531	2.53738
ATAC10610	ES	2.02914	2.5079
ATAC10611	ES	2.66939	3.79446
ATAC10617	ES	1.06455	1.40443
ATAC10618	ES	2.19215	2.53683
ATAC10619	ES	0.871343	0.813171
ATAC10620	ES	2.26828	2.84707
ATAC10631	ES	0.96541	1.04851
ATAC10632	ES	0.906388	1.331
ATAC10633	ES	0.940054	1.15178
ATAC10634	ES	0.906464	0.869339
ATAC10635	ES	1.0624	1.12461
ATAC10636	ES	1.02656	0.597704
ATAC10637	ES	1.36604	2.19495
ATAC10638	ES	2.15428	2.65137
ATAC10639	ES	2.54646	3.10776
ATAC10640	ES	1.40817	2.44491
ATAC10641	ES	1.15521	1.59732
ATAC10642	ES	2.08276	3.19466
ATAC10643	ES	0.855856	1.45595
ATAC10644	ES	0.804164	0.9602
ATAC10645	ES	1.07508	1.35279
ATAC10646	ES	1.23525	1.15193
ATAC10647	ES	0.8727	1.42342
ATAC10648	ES	0.699857	0.825808
ATAC10649	ES	0.919125	0.869382
ATAC10650	ES	1.21259	1.64588
ATAC10651	ES	0.961253	0.461901
ATAC10652	ES	1.40797	2.0101
ATAC10654	ES	1.34917	1.41803
ATAC10655	ES	1.99425	2.85251
ATAC10656	ES	0.96544	1.01043
ATAC10657	ES	0.989211	1.07919
ATAC10658	ES	1.93512	2.27102
ATAC10659	ES	1.23917	1.57513
ATAC10660	ES	1.94365	2.80357
ATAC10664	ES	0.838938	1.17357
ATAC10665	ES	0.817903	0.825916
ATAC10666	ES	2.8656	3.02649
ATAC10667	ES	1.61473	1.00139
ATAC10668	ES	1.18463	0.890971
ATAC10669	ES	1.47897	2.35102
ATAC8515	ES	0.64928	0.695304
ATAC10696	ES	0.833738	0.911394
ATAC10697	ES	1.52592	1.45053
ATAC10698	ES	2.73852	3.24275
ATAC10699	ES	1.94345	2.59686
ATAC10700	ES	1.58104	2.01036
ATAC10701	ES	1.22268	1.12465
ATAC10702	ES	1.19318	0.99976
ATAC10703	ES	2.07217	2.4096
ATAC10704	ES	1.09614	1.13005
ATAC10705	ES	0.927519	0.865626
ATAC10706	ES	1.38284	1.55927
ATAC10707	ES	1.5723	2.09949
ATAC10708	ES	1.35329	1.46142
ATAC10709	ES	0.910507	0.825715
ATAC10710	ES	1.96447	2.50966
ATAC10711	ES	1.19313	1.07569
ATAC10713	ES	1.48067	1.27933
ATAC10714	ES	2.12051	2.87936
ATAC10715	ES	1.27727	1.69482
ATAC10716	ES	2.1121	2.09185
ATAC10717	ES	0.792408	0.85826
ATAC10718	ES	1.05823	1.42883
ATAC8516	ES	0.88115	0.548768
ATAC10719	ES	1.06643	0.80947
ATAC10720	ES	1.18459	1.04314
ATAC8517	ES	2.92113	2.11566
ATAC8518	ES	3.47768	3.5933
ATAC8519	ES	0.982191	0.983286
ATAC8520	ES	1.49637	1.13533
ATAC10747	ES	1.16783	0.51619
ATAC10786	ES	0.90646	1.43987
ATAC10787	ES	1.0371	1.23884
ATAC10788	ES	1.47559	1.50501
ATAC10789	ES	3.78176	5.11257
ATAC10790	ES	0.855801	0.778737
ATAC10791	ES	2.30615	3.04799
ATAC10792	ES	1.74865	1.81878
ATAC10793	ES	1.52185	1.6843
ATAC10794	ES	2.44099	2.80328
ATAC10795	ES	1.28167	1.2499
ATAC10796	ES	1.39554	1.60827
ATAC10797	ES	1.69482	2.17882
ATAC10798	ES	1.27747	1.81462
ATAC10799	ES	1.13833	1.49959
ATAC10800	ES	0.927469	1.11365
ATAC10801	ES	1.12561	1.0268
ATAC10802	ES	1.42929	1.76589
ATAC10803	ES	1.53817	2.05295
ATAC10804	ES	1.13415	1.61915
ATAC10805	ES	1.31966	1.48872
ATAC10806	ES	1.39131	1.76032
ATAC10807	ES	1.92621	1.86295
ATAC10808	ES	1.54309	1.62998
ATAC10809	ES	2.40295	2.85762
ATAC10810	ES	1.05388	1.14078
ATAC8566	ES	3.75659	3.7055
ATAC8567	ES	2.26191	2.74639
ATAC8568	ES	0.83475	0.73894
ATAC8569	ES	1.72857	1.98307
ATAC8570	ES	3.04408	0.684525
ATAC8571	ES	3.13683	2.20592
ATAC8572	ES	2.09953	1.6516
ATAC8573	ES	2.22193	0.918206
ATAC8574	ES	1.44596	1.18991
ATAC8575	ES	2.02783	1.59725
ATAC8667	ES	4.76753	5.09554
ATAC8668	ES	0.881045	0.77148
ATAC8669	ES	1.1046	0.929116
ATAC8670	ES	0.927486	0.461884
ATAC8671	ES	1.72436	1.87434
ATAC8687	ES	1.64147	0.970712
ATAC8688	ES	2.82048	2.14747
ATAC8689	ES	2.00671	0.619343
ATAC8690	ES	0.849423	0.806761
ATAC8691	ES	0.881007	0.809513
ATAC8357	ES	0.998955	0.86917
ATAC8358	ES	1.10878	0.6138
ATAC8359	ES	3.03407	2.5916
ATAC8360	ES	1.78754	1.46329
ATAC8742	ES	3.98428	5.03105
ATAC8743	ES	0.944422	0.939912
ATAC8744	ES	0.86851	0.776913
ATAC8745	ES	3.02715	3.43375
ATAC8747	ES	1.50508	0.901885
ATAC8748	ES	1.11092	0.950751
ATAC8749	ES	1.53411	1.01545
ATAC8750	ES	1.57465	1.27139
ATAC8751	ES	1.68519	1.36072
ATAC8752	ES	0.8727	0.847617
ATAC8753	ES	1.86143	1.78211
ATAC8754	ES	2.50852	2.99899
ATAC8755	ES	1.01187	0.521499
ATAC8756	ES	0.834801	0.738929
ATAC8757	ES	0.948622	0.91825
ATAC8758	ES	1.06186	0.40741
ATAC8759	ES	2.96387	3.12406
ATAC8760	ES	1.77915	1.95607
ATAC8761	ES	0.813708	0.412849
ATAC8762	ES	2.28823	2.6393
ATAC8776	ES	2.31466	3.30885
ATAC8777	ES	1.16296	1.2489
ATAC8778	ES	1.25642	1.23883
ATAC8779	ES	1.47973	1.40175
ATAC8780	ES	2.94045	3.36545
ATAC8781	ES	1.51781	2.14075
ATAC8813	ES	0.759776	0.707408
ATAC8814	ES	0.725147	0.548801
ATAC8815	ES	0.85579	0.931699
ATAC8816	ES	1.52204	1.96143
ATAC8847	ES	2.38613	3.06384
ATAC8848	ES	0.758901	0.657478
ATAC8849	ES	1.42376	1.81028
ATAC8850	ES	1.53886	1.99394
ATAC8881	ES	1.89928	1.72474
ATAC8882	ES	0.902217	0.5053
ATAC8883	ES	0.801068	0.630274
ATAC8884	ES	1.33006	0.765973
ATAC8885	ES	2.72971	3.03574
ATAC8886	ES	0.889574	0.635707
ATAC8887	ES	2.50013	1.69523
ATAC8888	ES	0.763092	0.510627
ATAC8926	ES	1.38995	0.947618
ATAC8927	ES	6.54938	3.98505
ATAC8928	ES	1.11703	0.869078
ATAC8929	ES	0.889561	0.668231
ATAC8952	ES	2.34613	2.06179
ATAC8953	ES	1.0073	0.722385
ATAC8954	ES	2.67928	1.38538
ATAC8955	ES	2.71939	2.60798
ATAC8956	ES	0.826331	0.624796
ATAC8957	ES	1.26046	0.787736
ATAC8967	ES	3.00193	1.831
ATAC8968	ES	4.22524	1.91515
ATAC8969	ES	2.673	1.7495
ATAC8976	ES	1.34908	1.30389
ATAC8977	ES	1.90956	1.0811
ATAC8978	ES	2.48293	3.00952
ATAC8979	ES	0.822144	0.499913
ATAC8980	ES	0.876963	0.510839
ATAC8981	ES	1.93915	2.64559
ATAC8982	ES	0.986558	0.619374
ATAC8983	ES	0.813725	0.787877
ATAC8988	ES	1.24752	1.01044
ATAC8989	ES	0.834716	0.608525
ATAC8990	ES	1.41235	1.48866
ATAC8991	ES	0.973923	0.804166
ATAC8992	ES	3.08562	1.14919
ATAC8993	ES	1.86756	0.847497
ATAC9006	ES	1.23638	0.923703
ATAC9007	ES	1.47053	0.668073
ATAC9008	ES	1.92571	1.54067
ATAC9009	ES	0.973763	0.581298
ATAC9041	ES	1.42918	1.42334
ATAC9042	ES	1.27737	1.23326
ATAC9043	ES	2.05086	2.17541
ATAC9044	ES	0.902247	0.586861
ATAC9073	ES	1.39133	1.14639
ATAC9074	ES	1.73671	1.61867
ATAC9075	ES	1.27746	1.38541
ATAC9076	ES	2.29769	2.56162
ATAC9077	ES	0.931508	0.483499
ATAC9233	ES	0.961249	0.874614
ATAC9234	ES	1.054	0.70903
ATAC9235	ES	3.98613	3.89524
ATAC9236	ES	2.92144	2.88497
ATAC9237	ES	1.64403	1.23675
ATAC9253	ES	0.788413	0.892026
ATAC9254	ES	1.75807	1.4289
ATAC9255	ES	2.35444	1.0647
ATAC9256	ES	4.56802	1.20934
ATAC9257	ES	1.18471	0.766062
ATAC9258	ES	1.45442	1.0974
ATAC9259	ES	1.11726	0.646617
ATAC9260	ES	3.06092	2.86518
ATAC9261	ES	0.864281	0.418299
ATAC9262	ES	1.22897	0.518877
ATAC9295	ES	1.10021	0.776962
ATAC9296	ES	1.16366	0.684656
ATAC9297	ES	0.706195	0.761966
ATAC9298	ES	1.05822	0.700983
ATAC9518	ES	1.31537	1.60276
ATAC9519	ES	2.5011	2.16012
ATAC9520	ES	6.49818	3.93921
ATAC9521	ES	1.3236	1.09746
ATAC9522	ES	2.84139	1.35276
ATAC9523	ES	1.16991	0.75784
ATAC9538	ES	3.90143	1.52784
ATAC9539	ES	2.66839	1.46693
ATAC9540	ES	2.583	2.50641
ATAC9541	ES	2.17962	1.44516
ATAC9542	ES	2.82893	2.72745
ATAC9543	ES	0.800756	0.619173
ATAC12114	ES	2.62232	1.68969
ATAC12115	ES	0.91469	0.673669
ATAC12116	ES	0.872679	0.73882
ATAC12117	ES	2.50002	1.92327
ATAC12118	ES	1.48102	0.863163
ATAC12119	ES	5.12013	3.32802
ATAC12120	ES	2.13913	1.28486
ATAC12121	ES	1.7291	1.55185
ATAC12122	ES	1.01608	0.831229
ATAC12139	ES	3.14295	2.10533
ATAC12140	ES	2.51466	1.35013
ATAC12141	ES	3.79871	2.09728
ATAC12142	ES	1.80442	0.907377
ATAC12204	ES	1.21425	1.07572
ATAC12205	ES	0.956949	0.641075
ATAC12206	ES	0.927457	0.68446
ATAC12207	ES	2.86241	1.31463
ATAC12208	ES	1.69786	1.5279
ATAC12209	ES	4.20949	1.19803
ATAC12210	ES	0.796801	0.434599
ATAC12211	ES	0.927482	0.325949
ATAC12212	ES	0.809457	0.423781
ATAC12242	ES	1.63961	1.22763
ATAC12243	ES	1.82011	1.32475
ATAC12245	ES	1.32385	1.49411
ATAC12246	ES	1.56809	1.04845
ATAC12247	ES	2.05745	1.91789
ATAC12248	ES	4.29716	4.37145
ATAC12249	ES	1.98579	1.6083
ATAC12251	ES	2.16251	1.83922
ATAC12252	ES	1.19726	1.59724
ATAC12253	ES	2.4789	2.20015
ATAC12254	ES	1.0286	1.0808
ATAC12255	ES	1.5684	1.37456
ATAC12256	ES	1.25627	1.54832
ATAC12258	ES	1.60195	0.869056
ATAC12259	ES	3.53722	3.98794
ATAC12260	ES	2.83685	0.665528
ATAC12261	ES	0.86407	0.700787
ATAC12263	ES	1.1805	1.25507
ATAC12264	ES	3.76073	4.22703
ATAC12265	ES	1.02417	1.16213
ATAC12266	ES	0.750415	0.901814
ATAC12267	ES	2.56084	2.60934
ATAC12268	ES	2.49595	2.6351
ATAC12271	ES	0.897673	0.901618
ATAC12272	ES	1.21412	1.22232
ATAC12293	ES	0.94754	1.48597
ATAC12294	ES	1.54481	1.46809
ATAC12303	ES	0.822153	1.18981
ATAC12304	ES	0.864235	1.29299
ATAC12305	ES	1.27328	1.47777
ATAC12306	ES	1.4733	1.25492
ATAC12307	ES	0.978148	0.662917
ATAC12309	ES	1.0115	0.885373
ATAC12310	ES	0.85573	0.918141
ATAC12311	ES	0.923219	0.727812
ATAC12317	ES	1.13411	1.52131
ATAC12318	ES	0.742007	0.635674
ATAC12319	ES	2.95128	2.90667
ATAC12320	ES	1.44193	1.39631
ATAC12321	ES	0.99887	1.07013
ATAC12322	ES	1.12097	1.29803
ATAC12323	ES	2.27854	1.86069
ATAC12324	ES	1.07088	1.48329
ATAC12325	ES	0.754647	0.994289
ATAC12326	ES	2.1986	3.28696
ATAC12327	ES	0.881125	0.880216
ATAC12328	ES	2.05326	2.40691
ATAC12334	ES	2.06795	3.18388
ATAC12335	ES	1.23529	1.38007
ATAC12336	ES	1.01168	1.7273
ATAC12337	ES	1.38495	1.82561
ATAC12338	ES	0.83053	0.874756
ATAC12339	ES	0.805262	0.749828
ATAC12340	ES	1.91404	2.40144
ATAC12341	ES	0.978139	0.820406
ATAC12342	ES	1.25203	0.728073
ATAC12343	ES	1.07494	1.32015
ATAC12344	ES	0.940155	1.15183
ATAC12345	ES	0.779978	1.00512
ATAC12346	ES	0.834742	0.961498
ATAC12347	ES	0.944068	1.03189
ATAC12348	ES	1.93053	2.15105
ATAC12349	ES	1.21845	1.30941
ATAC12350	ES	0.990791	1.27127
ATAC12351	ES	2.23862	1.48586
ATAC12352	ES	1.24798	0.891153
ATAC12353	ES	2.43442	3.0638
ATAC12354	ES	1.61043	1.36915
ATAC12355	ES	1.25079	1.48866
ATAC12356	ES	0.82214	1.2116
ATAC12357	ES	1.46664	1.43375
ATAC12358	ES	1.44048	1.68699
ATAC12359	ES	1.10886	1.3692
ATAC12360	ES	1.87191	2.0918
ATAC12361	ES	1.47984	1.27137
ATAC12362	ES	1.00321	1.14611
ATAC12363	ES	0.826373	0.706329
ATAC12364	ES	1.2268	1.46682
ATAC12365	ES	0.90226	1.03223
ATAC12366	ES	1.89688	2.1078
ATAC12367	ES	1.12142	1.04309
ATAC12368	ES	1.02437	0.956114
ATAC12369	ES	0.902264	0.733517
ATAC12370	ES	0.885168	0.967046
ATAC12371	ES	1.38702	1.72767
ATAC12372	ES	2.57522	2.81322
ATAC12373	ES	0.859736	1.12426
ATAC12374	ES	0.889232	0.738723
ATAC12375	ES	0.678806	0.896521
ATAC12376	ES	1.59785	1.63519
ATAC12377	ES	0.94334	1.19925
ATAC12378	ES	1.28586	1.72769
ATAC12379	ES	2.13338	2.46119
ATAC12388	ES	1.86746	1.21415
ATAC12389	ES	2.17531	1.73315
ATAC12390	ES	1.47336	1.88802
ATAC12391	ES	1.50928	1.70035
ATAC12392	ES	1.52619	0.809578
ATAC12393	ES	1.00333	0.965115
ATAC12394	ES	1.16363	1.27121
ATAC12399	ES	0.839022	0.815055
ATAC12400	ES	1.05821	1.27136
ATAC12401	ES	1.02032	1.13559
ATAC12402	ES	0.986558	0.896521
ATAC12403	ES	1.06222	1.15716
ATAC12404	ES	1.87899	1.89632
ATAC12405	ES	1.32809	1.7876
ATAC12406	ES	2.07774	1.34704
ATAC12407	ES	1.0961	1.33108
ATAC12408	ES	0.995004	0.55424
ATAC12409	ES	1.1252	1.11862
ATAC12421	ES	0.834729	1.18447
ATAC12422	ES	3.37702	2.28732
ATAC12423	ES	1.90131	0.991498
ATAC12424	ES	1.21421	1.50493
ATAC12425	ES	1.22883	1.47204
ATAC12426	ES	1.27301	0.717169
ATAC12427	ES	1.19709	1.45026
ATAC12428	ES	1.40794	1.69525
ATAC12433	ES	1.73631	1.21669
ATAC12434	ES	1.98158	1.52201
ATAC12435	ES	1.50932	0.907361
ATAC12436	ES	1.10871	1.10289
ATAC12437	ES	0.720757	0.93989
ATAC12438	ES	0.737744	0.624813
ATAC12439	ES	3.20203	3.86568
ATAC12440	ES	2.31254	1.04187
ATAC12441	ES	2.34963	2.0664
ATAC12442	ES	1.38686	1.26033
ATAC12448	ES	0.994966	1.42347
ATAC12449	ES	1.93049	2.1724
ATAC12450	ES	1.40391	1.46684
ATAC12451	ES	3.25894	3.3902
ATAC12452	ES	0.897765	0.928844
ATAC12453	ES	3.24225	4.35203
ATAC12454	ES	1.09617	1.13568
ATAC12455	ES	1.05398	1.26044
ATAC12456	ES	1.47033	2.07266
ATAC12457	ES	1.02302	1.54467
ATAC12458	ES	0.695216	0.885123
ATAC12459	ES	0.897867	1.03225
ATAC12460	ES	1.0455	0.613909
ATAC12461	ES	0.898035	1.39641
ATAC12462	ES	1.02026	1.66244
ATAC12463	ES	0.92286	1.16769
ATAC12464	ES	1.06245	1.53212
ATAC12465	ES	1.00344	1.04872
ATAC12466	ES	1.38662	1.72171
ATAC12467	ES	1.93523	2.25481
ATAC12468	ES	1.10043	1.65705
ATAC12469	ES	0.847349	0.619456
ATAC12470	ES	1.15097	1.38543
ATAC12471	ES	0.872696	1.26047
ATAC12472	ES	1.48408	1.86898
ATAC12473	ES	0.90614	1.05903
ATAC12474	ES	2.99315	3.65081
ATAC12475	ES	1.09162	1.62402
ATAC12476	ES	0.872709	0.999651
ATAC12477	ES	0.82195	1.16264
ATAC12478	ES	0.841098	0.862501
ATAC12479	ES	1.03705	1.33105
ATAC12480	ES	0.826272	1.37439
ATAC12481	ES	0.708299	0.695315
ATAC12482	ES	0.918969	1.0865
ATAC12483	ES	0.973758	0.809393
ATAC12484	ES	1.34493	1.78482
ATAC12485	ES	0.910503	0.912598
ATAC12486	ES	1.10463	1.54302
ATAC12487	ES	1.07087	1.38552
ATAC12488	ES	1.23953	1.43438
ATAC12489	ES	1.39973	2.03748
ATAC12490	ES	0.889595	0.99976
ATAC12491	ES	1.15087	0.777005
ATAC12492	ES	1.77891	1.91217
ATAC12493	ES	0.81359	0.776804
ATAC12496	ES	1.05564	1.218
ATAC12497	ES	1.35718	2.08568
ATAC12498	ES	1.78319	2.02641
ATAC12499	ES	1.50936	2.29288
ATAC12500	ES	1.50504	2.61864
ATAC12501	ES	1.30258	1.72208
ATAC12502	ES	0.914415	1.25424
ATAC12503	ES	1.69064	2.38533
ATAC12504	ES	1.10673	1.15184
ATAC12505	ES	0.817886	0.96146
ATAC12506	ES	1.38291	1.72245
ATAC12507	ES	0.699879	0.434724
ATAC12508	ES	0.944405	0.96171
ATAC12509	ES	3.80705	4.49315
ATAC12510	ES	1.33629	1.27656
ATAC12511	ES	0.927541	0.499837
ATAC12512	ES	0.754631	0.939912
ATAC12518	ES	1.18868	1.50991
ATAC12519	ES	1.35312	1.77075
ATAC12520	ES	2.01112	2.61346
ATAC12530	ES	2.99341	3.99338
ATAC12531	ES	1.3364	1.80365
ATAC12532	ES	2.4662	2.77618
ATAC12533	ES	2.01952	3.0426
ATAC12534	ES	2.03207	2.71112
ATAC12535	ES	0.973932	1.07579
ATAC12536	ES	0.872553	0.592181
ATAC12537	ES	1.02011	1.51552
ATAC12538	ES	1.21837	1.46689
ATAC12539	ES	0.957054	1.08668
ATAC12540	ES	1.04137	1.29309
ATAC12541	ES	0.862191	0.623505
ATAC12542	ES	1.09583	1.43941
ATAC12551	ES	1.87578	2.83808
ATAC12552	ES	1.17626	0.755158
ATAC12553	ES	1.77032	1.96653
ATAC12554	ES	1.02661	1.51035
ATAC12555	ES	1.71468	1.08383
ATAC12556	ES	1.13824	0.999651
ATAC12557	ES	1.30273	1.53759
ATAC12558	ES	1.04139	1.0594
ATAC12560	ES	1.96875	2.35223
ATAC12561	ES	0.881015	1.10278
ATAC12562	ES	2.97646	3.37388
ATAC12563	ES	2.09676	1.73492
ATAC12564	ES	0.85132	0.564982
ATAC12565	ES	1.8508	1.73319
ATAC12566	ES	2.22081	1.667
ATAC12567	ES	1.98877	2.19352
ATAC12568	ES	1.64792	1.73792
ATAC12569	ES	0.763088	0.798614
ATAC12570	ES	0.910549	0.652029
ATAC12571	ES	1.65249	1.13543
ATAC12612	ES	1.77494	0.918212
ATAC12613	ES	2.20893	1.50488
ATAC12614	ES	5.8492	4.65562
ATAC12615	ES	1.08767	0.983348
ATAC12616	ES	0.998689	1.14577
ATAC12635	ES	1.10457	0.749752
ATAC12636	ES	1.10736	1.14999
ATAC12637	ES	2.8669	1.93956
ATAC12638	ES	1.12143	0.793257
ATAC12639	ES	3.6314	3.48531
ATAC12665	ES	1.2859	1.5485
ATAC12666	ES	2.81211	3.00991
ATAC12667	ES	1.58468	1.575
ATAC12668	ES	0.853608	0.741507
ATAC12669	ES	1.2711	1.33107
ATAC12670	ES	1.85091	1.9234
ATAC12671	ES	1.92255	1.8202
ATAC12672	ES	1.39131	1.70603
ATAC12673	ES	1.37443	1.10567
ATAC12674	ES	1.18042	0.793208
ATAC12675	ES	5.08881	7.07417
ATAC12676	ES	1.71107	1.17861
ATAC12677	ES	1.23737	1.56739
ATAC12678	ES	2.03216	1.93966
ATAC12679	ES	1.27527	1.16665
ATAC12680	ES	0.775733	0.532474
ATAC12683	ES	3.62584	5.42236
ATAC12684	ES	2.02797	2.28735
ATAC12685	ES	0.847412	0.771551
ATAC12686	ES	0.969699	0.646558
ATAC12687	ES	2.12073	1.0679
ATAC12688	ES	5.09267	4.58535
ATAC12689	ES	0.970974	0.695352
ATAC12760	ES	0.935922	1.09754
ATAC12761	ES	2.08231	1.80065
ATAC12762	ES	2.59914	2.84695
ATAC12764	ES	0.96929	0.619179
ATAC12765	ES	0.847277	0.537848
ATAC12766	ES	0.952817	0.554175
ATAC12767	ES	4.11282	4.92807
ATAC12768	ES	1.12551	1.18424
ATAC12769	ES	1.65257	1.80906
ATAC12770	ES	1.9937	1.4774
ATAC12771	ES	1.10881	1.45068
ATAC12772	ES	1.17587	0.760575
ATAC12773	ES	0.80522	0.879993
ATAC12774	ES	1.06246	0.896407
ATAC12775	ES	2.40705	1.88789
ATAC12776	ES	2.14992	1.12728
ATAC12777	ES	1.49667	1.24952
ATAC12778	ES	1.24799	1.07581
ATAC12779	ES	1.06021	1.00229
ATAC12780	ES	0.889608	1.09208
ATAC12781	ES	1.53886	2.23839
ATAC12782	ES	1.15523	1.11931
ATAC12783	ES	0.902234	0.733468
ATAC12784	ES	1.20153	0.798733
ATAC12785	ES	0.952648	0.749643
ATAC12786	ES	2.30201	2.40688
ATAC12787	ES	0.897972	0.831273
ATAC12792	ES	0.733347	0.820216
ATAC12793	ES	0.758884	0.912718
ATAC12794	ES	1.32382	1.59201
ATAC12795	ES	2.36806	1.87249
ATAC12796	ES	1.58933	2.04287
ATAC12797	ES	1.96895	3.55034
ATAC12798	ES	2.21717	1.9011
ATAC12799	ES	4.74468	6.06287
