ATAC_peak	RT	ATAC_OCT4.ON	ATAC_OCT4.OFF
ATAC12800	ES	0.855861	1.20075
ATAC12801	ES	1.69061	1.73315
ATAC12802	ES	0.796599	0.630143
ATAC12803	ES	1.15932	1.26597
ATAC12804	ES	1.05823	1.34741
ATAC12805	ES	1.2223	1.93902
ATAC12806	ES	0.729371	0.597679
ATAC12807	ES	4.32996	4.99864
ATAC12808	ES	2.18813	2.22218
ATAC12809	ES	2.64715	2.59648
ATAC12815	ES	1.37857	2.02129
ATAC12816	ES	1.07932	0.624889
ATAC12817	ES	1.49247	1.71963
ATAC12818	ES	2.66875	4.10756
ATAC12822	ES	2.22602	2.41228
ATAC12823	ES	1.33229	1.49414
ATAC12824	ES	1.49659	1.4778
ATAC12825	ES	0.788427	0.901955
ATAC12826	ES	2.074	2.22463
ATAC12827	ES	1.33644	1.59735
ATAC12828	ES	0.851463	0.863906
ATAC12829	ES	3.54303	4.10937
ATAC12830	ES	1.2901	1.12457
ATAC12831	ES	4.23976	4.75467
ATAC12832	ES	0.872494	0.657402
ATAC12833	ES	1.03716	1.2605
ATAC12834	ES	1.02452	1.74956
ATAC12835	ES	0.775749	0.673821
ATAC12836	ES	0.940071	1.14615
ATAC12837	ES	1.36129	1.68887
ATAC12838	ES	1.49229	1.10838
ATAC12839	ES	1.41642	1.60246
ATAC12840	ES	1.32366	1.9121
ATAC12841	ES	1.14229	1.03753
ATAC12849	ES	1.24788	1.28218
ATAC12850	ES	0.99914	0.858255
ATAC12851	ES	0.847252	0.630171
ATAC12852	ES	2.04047	2.14616
ATAC12853	ES	1.11723	1.47233
ATAC12854	ES	1.53469	1.8419
ATAC12855	ES	1.88	2.74861
ATAC12856	ES	1.5136	1.72231
ATAC12862	ES	1.55787	1.65177
ATAC12863	ES	1.366	1.64623
ATAC12864	ES	1.10459	1.35285
ATAC12865	ES	2.05707	1.84973
ATAC12866	ES	2.0949	2.16179
ATAC12871	ES	2.21136	2.48293
ATAC12872	ES	1.05258	1.29302
ATAC12873	ES	5.0782	5.92467
ATAC12874	ES	1.01176	1.43434
ATAC12875	ES	1.05818	0.88553
ATAC12876	ES	2.22185	2.81976
ATAC12877	ES	1.63996	1.61353
ATAC12878	ES	0.965279	0.928871
ATAC12879	ES	2.09502	2.37387
ATAC12880	ES	4.71155	6.37861
ATAC12882	ES	1.09619	1.38541
ATAC12883	ES	0.952787	0.527046
ATAC12884	ES	1.69065	1.83639
ATAC12885	ES	1.89823	1.44108
ATAC12886	ES	4.06844	4.47141
ATAC12887	ES	1.64637	1.97228
ATAC12888	ES	1.39123	1.30935
ATAC12889	ES	0.750469	0.771524
ATAC12890	ES	0.737761	0.760673
ATAC12904	ES	4.84747	5.64367
ATAC12905	ES	1.18465	0.673669
ATAC12906	ES	3.0902	3.17302
ATAC12907	ES	3.20005	4.19995
ATAC12908	ES	0.805181	0.704834
ATAC12909	ES	2.51689	1.41254
ATAC12910	ES	1.17612	1.63489
ATAC12911	ES	0.906414	1.05946
ATAC12912	ES	0.863906	1.20014
ATAC12913	ES	1.3576	1.45075
ATAC12914	ES	1.37019	2.21109
ATAC12915	ES	0.906447	1.37466
ATAC12916	ES	1.35241	1.26518
ATAC12917	ES	1.69054	1.96687
ATAC12930	ES	0.876916	0.896489
ATAC12931	ES	1.83301	2.1723
ATAC12932	ES	2.03217	1.57563
ATAC12933	ES	1.24364	2.01018
ATAC12934	ES	2.25558	2.35801
ATAC12935	ES	1.41644	1.58098
ATAC12981	ES	2.31889	2.54274
ATAC12982	ES	0.758876	0.755289
ATAC12983	ES	0.784177	0.798679
ATAC12984	ES	1.4377	1.5973
ATAC12985	ES	2.01513	1.10846
ATAC12986	ES	2.43427	2.93787
ATAC12987	ES	0.910651	0.809519
ATAC12988	ES	0.996954	1.58628
ATAC12989	ES	2.27239	1.76013
ATAC12990	ES	0.830589	0.760657
ATAC12991	ES	1.71545	1.60241
ATAC12992	ES	3.75873	4.49216
ATAC12993	ES	2.12905	2.27455
ATAC12994	ES	1.71999	1.54831
ATAC12995	ES	2.92298	2.88293
ATAC12996	ES	1.07903	0.874511
ATAC12997	ES	1.61896	1.8473
ATAC12998	ES	1.50516	1.53778
ATAC12999	ES	0.809403	1.05949
ATAC13000	ES	1.34073	1.49959
ATAC13032	ES	1.44186	0.733528
ATAC13041	ES	1.86742	1.52098
ATAC13042	ES	1.3527	1.34137
ATAC13043	ES	2.38772	2.25668
ATAC13044	ES	2.29774	2.28182
ATAC13045	ES	3.35593	2.68946
ATAC13046	ES	2.89008	2.02119
ATAC13047	ES	6.14263	5.61496
ATAC13048	ES	2.08551	1.18273
ATAC13049	ES	4.02326	3.03094
ATAC13079	ES	2.08272	2.6188
ATAC13080	ES	1.1847	0.592235
ATAC13081	ES	0.729081	0.630018
ATAC13082	ES	1.76008	0.83929
ATAC13083	ES	0.885299	0.755164
ATAC13084	ES	2.30485	2.89016
ATAC13085	ES	1.10022	1.10288
ATAC13086	ES	1.77918	1.58122
ATAC13087	ES	0.973873	1.04318
ATAC13088	ES	0.80103	0.521559
ATAC13089	ES	0.872405	0.874478
ATAC13090	ES	0.986449	0.494446
ATAC13128	ES	1.6564	1.10247
ATAC13129	ES	3.05219	3.55803
ATAC13130	ES	1.12993	0.760678
ATAC13131	ES	0.927549	0.722656
ATAC13202	ES	4.92028	4.35752
ATAC13203	ES	3.62996	3.64566
ATAC13204	ES	1.14257	0.901944
ATAC10991	ES	0.822073	0.646525
ATAC10992	ES	0.897989	0.880091
ATAC10993	ES	3.22933	3.17281
ATAC10994	ES	1.10458	0.77148
ATAC10995	ES	2.84929	2.14019
ATAC10996	ES	0.733587	0.57458
ATAC11013	ES	0.838933	0.586829
ATAC11014	ES	3.66374	3.87393
ATAC11015	ES	0.704049	0.597712
ATAC11016	ES	1.73587	1.42624
ATAC11032	ES	2.26405	2.41239
ATAC11033	ES	2.62801	0.994084
ATAC11034	ES	2.52123	1.46336
ATAC11035	ES	2.5239	1.5159
ATAC11036	ES	4.95392	5.3163
ATAC11045	ES	1.37194	1.58655
ATAC11046	ES	0.864298	0.733549
ATAC11047	ES	1.38288	1.42897
ATAC11048	ES	0.860051	0.543325
ATAC11082	ES	3.62563	3.7596
ATAC11083	ES	3.93334	4.0528
ATAC11084	ES	1.92591	0.760456
ATAC11105	ES	2.82894	3.17847
ATAC11106	ES	1.85934	1.23881
ATAC11107	ES	1.08237	0.950732
ATAC11133	ES	1.64009	1.16273
ATAC11134	ES	0.691438	1.07581
ATAC11135	ES	1.86707	1.85185
ATAC11145	ES	0.96127	1.51048
ATAC11146	ES	2.89122	3.79639
ATAC11147	ES	1.43762	1.82012
ATAC11148	ES	1.15932	1.54842
ATAC11149	ES	1.21002	1.58645
ATAC11150	ES	1.28591	1.2932
ATAC11151	ES	0.965473	1.13011
ATAC11152	ES	0.796788	0.646574
ATAC11153	ES	2.21341	2.82513
ATAC11154	ES	1.31541	1.55929
ATAC11155	ES	1.09193	1.12466
ATAC11156	ES	1.04552	0.912832
ATAC11157	ES	1.00762	1.01603
ATAC11158	ES	1.83346	2.16189
ATAC11159	ES	1.80418	2.34117
ATAC11160	ES	1.83398	2.27641
ATAC11161	ES	1.82128	2.22751
ATAC11165	ES	1.27318	1.30932
ATAC11166	ES	1.02026	0.59217
ATAC11167	ES	1.16713	1.47679
ATAC11180	ES	2.63894	2.85226
ATAC11181	ES	0.889608	1.16273
ATAC11183	ES	1.14033	1.39204
ATAC11184	ES	1.07509	1.19521
ATAC11185	ES	2.11539	2.60104
ATAC11186	ES	0.902184	0.950735
ATAC10819	ES	0.994654	0.434664
ATAC10820	ES	1.42501	1.08668
ATAC10821	ES	2.58422	2.25995
ATAC11192	ES	1.2858	0.820401
ATAC11193	ES	3.24581	1.30019
ATAC11194	ES	1.90569	2.76011
ATAC11195	ES	2.55073	3.35227
ATAC11196	ES	2.9632	4.09559
ATAC11197	ES	0.919007	0.907231
ATAC11213	ES	0.981874	0.912262
ATAC11214	ES	1.65275	2.50474
ATAC11215	ES	1.32802	1.51579
ATAC11216	ES	2.18667	2.81246
ATAC11217	ES	1.04947	0.93413
ATAC11218	ES	1.74329	1.69507
ATAC11219	ES	3.37292	3.84676
ATAC11229	ES	1.34059	1.20053
ATAC11230	ES	1.04133	1.46689
ATAC11231	ES	0.910275	0.993745
ATAC11232	ES	0.838702	0.793034
ATAC11233	ES	1.42295	1.21718
ATAC11234	ES	1.79802	1.45059
ATAC11235	ES	1.46299	1.42882
ATAC11236	ES	2.25106	2.23269
ATAC11237	ES	2.32583	2.33634
ATAC11238	ES	1.34908	1.25071
ATAC11257	ES	1.28972	0.543335
ATAC11258	ES	1.52398	1.50755
ATAC11259	ES	2.34811	1.73173
ATAC11260	ES	2.32694	3.31898
ATAC11261	ES	2.38631	1.71695
ATAC11262	ES	1.05536	1.17356
ATAC11263	ES	1.22403	1.28201
ATAC11264	ES	1.20775	0.779825
ATAC11342	ES	2.62217	0.660189
ATAC11343	ES	4.61068	2.94823
ATAC11344	ES	0.942158	0.706321
ATAC11449	ES	2.45235	1.13027
ATAC11450	ES	1.34491	0.977929
ATAC11451	ES	1.65449	1.49378
ATAC11452	ES	3.68785	1.84497
ATAC11453	ES	1.49668	0.437422
ATAC11454	ES	5.59005	5.57568
ATAC11457	ES	1.44605	1.04316
ATAC11458	ES	4.08682	3.40674
ATAC11548	ES	1.80742	1.83519
ATAC11549	ES	1.44612	1.44801
ATAC11550	ES	1.04558	0.874745
ATAC11551	ES	0.733191	0.863439
ATAC11553	ES	1.85082	1.94505
ATAC11554	ES	2.19223	2.39603
ATAC11555	ES	0.8432	0.684574
ATAC11556	ES	2.5459	2.41163
ATAC11557	ES	1.92256	1.47244
ATAC11647	ES	1.18	0.809442
ATAC11648	ES	2.13331	2.19514
ATAC11649	ES	1.77062	0.945329
ATAC11650	ES	1.47543	1.15027
ATAC11651	ES	3.25122	1.32148
ATAC11652	ES	4.45606	4.45508
ATAC11665	ES	1.47871	0.713062
ATAC11666	ES	0.919053	0.592192
ATAC11667	ES	1.52168	0.586742
ATAC11668	ES	0.834763	0.651942
ATAC11669	ES	1.42079	0.608465
ATAC11715	ES	1.56409	1.01593
ATAC11716	ES	1.32378	0.771513
ATAC11717	ES	0.977726	0.488921
ATAC11718	ES	2.52549	2.86337
ATAC11740	ES	0.821723	0.733196
ATAC11741	ES	1.23941	0.901776
ATAC11742	ES	1.97125	1.77172
ATAC11743	ES	2.59396	1.9195
ATAC11744	ES	0.817781	0.61399
ATAC11745	ES	3.47773	3.73751
ATAC11746	ES	1.03601	0.91808
ATAC11747	ES	0.867082	0.662772
ATAC11748	ES	1.61463	1.52121
ATAC11833	ES	0.771348	0.380288
ATAC11834	ES	0.754664	0.608497
ATAC11835	ES	1.18265	0.711765
ATAC11836	ES	4.56037	2.14731
ATAC11837	ES	2.31415	0.722575
ATAC11838	ES	1.9982	1.13002
ATAC11839	ES	3.80297	3.25734
ATAC11864	ES	0.990652	0.641086
ATAC11865	ES	4.10441	3.95814
ATAC11866	ES	2.04053	0.988822
ATAC11867	ES	2.47864	1.91758
ATAC11868	ES	0.704083	0.776935
ATAC11904	ES	4.63359	4.28687
ATAC11905	ES	0.838832	0.776712
ATAC11906	ES	1.03699	0.97242
ATAC11907	ES	3.66887	3.41353
ATAC11908	ES	2.92293	1.96121
ATAC11909	ES	5.22584	2.14329
ATAC11910	ES	2.87507	1.68414
ATAC11911	ES	2.8417	3.15405
ATAC14494	ES	3.56476	2.82264
ATAC14495	ES	4.5215	3.30865
ATAC14496	ES	1.4671	1.0269
ATAC14497	ES	0.978118	0.581347
ATAC14498	ES	4.87761	3.90058
ATAC14499	ES	0.847298	0.82584
ATAC14500	ES	1.21411	1.77124
ATAC14501	ES	1.20988	0.570398
ATAC14670	ES	1.151	0.994256
ATAC14671	ES	1.01609	1.34202
ATAC14672	ES	2.52128	1.83642
ATAC14673	ES	2.77845	2.60252
ATAC14674	ES	7.54695	8.23691
ATAC14676	ES	1.40808	1.38539
ATAC14677	ES	5.1271	5.9287
ATAC14678	ES	3.46988	4.06389
ATAC14679	ES	0.779987	1.13558
ATAC14680	ES	1.23956	1.04318
ATAC14681	ES	3.36108	3.94751
ATAC14682	ES	1.39342	1.09997
ATAC14683	ES	0.763109	0.608552
ATAC14684	ES	1.38703	1.57546
ATAC14685	ES	0.696469	0.786698
ATAC14686	ES	1.31951	0.97236
ATAC14687	ES	1.83339	1.90087
ATAC14688	ES	3.16181	3.18365
ATAC14689	ES	1.76221	2.22218
ATAC14690	ES	1.1004	0.83129
ATAC14691	ES	0.809099	0.526753
ATAC14692	ES	0.775771	0.885693
ATAC14693	ES	1.93076	1.6759
ATAC14694	ES	1.47145	1.60273
ATAC14695	ES	1.45453	1.37999
ATAC14696	ES	1.05369	0.755088
ATAC14697	ES	1.21845	1.46698
ATAC14698	ES	0.906468	1.0379
ATAC14699	ES	1.18039	0.624796
ATAC14700	ES	1.44596	1.04842
ATAC14701	ES	1.23945	1.77115
ATAC14702	ES	3.11139	3.78135
ATAC14735	ES	2.2303	1.92875
ATAC14736	ES	2.92371	2.92281
ATAC14737	ES	2.33351	1.22271
ATAC14738	ES	2.12888	1.51753
ATAC14739	ES	2.04054	1.97229
ATAC14740	ES	2.57544	3.22108
ATAC14741	ES	1.03257	0.917804
ATAC14742	ES	2.009	2.03732
ATAC14743	ES	2.16696	1.97771
ATAC14744	ES	3.9293	3.93364
ATAC14771	ES	2.32702	2.30346
ATAC14772	ES	1.15095	1.0865
ATAC14773	ES	0.838689	0.668117
ATAC14774	ES	3.65305	3.3717
ATAC14775	ES	1.21423	1.19521
ATAC14776	ES	3.89205	4.3662
ATAC14777	ES	3.2987	2.7977
ATAC14778	ES	1.28162	1.16269
ATAC14779	ES	1.31397	0.699025
ATAC14780	ES	0.855764	0.804079
ATAC14814	ES	3.05667	3.80324
ATAC14815	ES	1.10042	0.358636
ATAC14816	ES	1.40792	1.48857
ATAC14817	ES	1.41656	0.717082
ATAC14818	ES	1.69381	1.48727
ATAC14819	ES	1.20986	0.994147
ATAC14820	ES	0.834759	0.798684
ATAC14821	ES	0.729156	0.754974
ATAC14822	ES	0.90432	0.383099
ATAC14823	ES	0.923197	0.94528
ATAC14824	ES	0.817933	0.858456
ATAC14825	ES	0.923278	0.717131
ATAC14826	ES	1.66104	1.31475
ATAC14827	ES	1.62745	1.97763
ATAC14828	ES	2.12072	1.90165
ATAC14829	ES	0.834792	1.10297
ATAC14830	ES	1.56839	1.76031
ATAC14838	ES	1.3491	1.56471
ATAC14839	ES	1.93909	2.37384
ATAC14840	ES	0.961287	0.942578
ATAC14841	ES	1.59791	1.70587
ATAC14865	ES	0.863999	0.510562
ATAC14866	ES	3.97429	3.9838
ATAC14867	ES	0.817793	0.53787
ATAC14868	ES	5.41016	2.58205
ATAC14869	ES	0.74621	0.385742
ATAC14870	ES	1.89305	0.771513
ATAC14871	ES	1.33216	0.885503
ATAC14880	ES	0.855743	0.98597
ATAC14881	ES	0.758897	0.679151
ATAC14882	ES	1.24992	0.646606
ATAC14883	ES	3.64044	1.82017
ATAC14884	ES	1.23889	0.630306
ATAC14885	ES	1.23031	0.852561
ATAC14886	ES	1.054	0.945394
ATAC14887	ES	3.50622	2.11461
ATAC14888	ES	1.4145	1.027
ATAC14889	ES	5.0187	3.50412
ATAC14890	ES	1.55353	1.89876
ATAC14891	ES	3.35785	3.15905
ATAC14892	ES	5.02096	3.83198
ATAC14893	ES	3.06075	3.00481
ATAC14894	ES	1.50716	1.11918
ATAC14895	ES	2.39374	1.72166
ATAC14896	ES	6.52002	5.99079
ATAC14897	ES	1.522	1.52148
ATAC14925	ES	1.0413	0.804074
ATAC14926	ES	0.904229	1.33372
ATAC14927	ES	1.47975	1.35555
ATAC14928	ES	2.06588	2.43945
ATAC14929	ES	1.26897	1.62993
ATAC14930	ES	0.870275	0.935735
ATAC14931	ES	3.19157	2.98001
ATAC14932	ES	2.38906	2.2697
ATAC14933	ES	2.04025	1.90143
ATAC14934	ES	0.944354	0.923715
ATAC14935	ES	1.05796	1.08645
ATAC14936	ES	2.93125	2.92282
ATAC14937	ES	1.23953	1.18447
ATAC14938	ES	6.22479	6.29399
ATAC14939	ES	0.788327	0.778203
ATAC14940	ES	1.37857	1.44518
ATAC14941	ES	1.90927	1.4992
ATAC14942	ES	0.89801	0.907415
ATAC14943	ES	4.08126	4.68049
ATAC14944	ES	4.29941	4.47619
ATAC14945	ES	1.59369	0.700793
ATAC14946	ES	1.91822	1.82543
ATAC14947	ES	1.4355	1.19262
ATAC14948	ES	2.21254	2.32459
ATAC14949	ES	1.47142	1.3366
ATAC14950	ES	0.826145	0.787562
ATAC14951	ES	1.27211	0.662911
ATAC14952	ES	1.13832	0.766209
ATAC14953	ES	1.76164	1.74898
ATAC14954	ES	2.37737	2.68318
ATAC14955	ES	1.52622	1.56472
ATAC14956	ES	0.784135	0.434648
ATAC14957	ES	1.52077	1.52248
ATAC14958	ES	2.89207	2.45398
ATAC14959	ES	1.50889	0.950354
ATAC14960	ES	2.66461	2.66774
ATAC14961	ES	2.25986	2.96662
ATAC14965	ES	1.54294	1.17884
ATAC14966	ES	1.55572	2.05376
ATAC14967	ES	2.57997	1.81446
ATAC14968	ES	2.13314	1.84731
ATAC14969	ES	3.75658	3.65111
ATAC14970	ES	1.68648	0.752509
ATAC14971	ES	1.45657	1.06493
ATAC14972	ES	0.994899	0.983329
ATAC14973	ES	2.50422	1.57552
ATAC14974	ES	3.18587	2.10275
ATAC14975	ES	1.07071	0.55951
ATAC15036	ES	1.66958	0.999787
ATAC15037	ES	2.28276	2.11325
ATAC15038	ES	2.93297	2.7999
ATAC15039	ES	0.931618	0.885552
ATAC15040	ES	0.809372	0.597577
ATAC15041	ES	2.78613	2.22712
ATAC15042	ES	0.792619	0.766079
ATAC15043	ES	2.082	2.06898
ATAC15044	ES	2.13079	2.20247
ATAC15045	ES	1.02544	0.842135
ATAC15046	ES	2.22009	2.08229
ATAC15047	ES	3.18736	3.22007
ATAC15048	ES	2.54236	1.39633
ATAC15049	ES	1.99839	1.04321
ATAC15050	ES	2.00691	0.706356
ATAC15051	ES	2.13337	1.76035
ATAC15143	ES	1.25481	1.00138
ATAC15144	ES	3.08173	3.05869
ATAC15145	ES	2.77377	1.03765
ATAC15146	ES	3.89784	3.81674
ATAC15147	ES	0.855882	0.700907
ATAC15148	ES	1.48388	1.03225
ATAC15149	ES	0.961068	0.765845
ATAC15150	ES	0.670151	0.613838
ATAC15151	ES	2.39388	1.98774
ATAC15152	ES	4.02221	3.20026
ATAC15153	ES	2.84441	2.91579
ATAC15154	ES	3.03558	2.85803
ATAC15181	ES	1.91723	1.05265
ATAC15182	ES	2.08985	1.53198
ATAC15183	ES	3.2482	1.4397
ATAC15200	ES	0.902159	0.581358
ATAC15201	ES	6.54656	6.01212
ATAC15202	ES	3.76501	2.25746
ATAC15203	ES	2.89217	1.53481
ATAC15204	ES	1.31533	1.02406
ATAC15205	ES	2.09118	1.5756
ATAC15206	ES	1.6019	1.1138
ATAC15207	ES	2.24079	1.76295
ATAC15238	ES	2.17965	1.98304
ATAC15239	ES	1.18467	0.804074
ATAC15240	ES	2.2556	0.684525
ATAC15241	ES	0.792598	0.635576
ATAC15242	ES	3.13204	2.71617
ATAC15243	ES	1.06655	0.693546
ATAC15244	ES	2.96673	2.34954
ATAC15245	ES	1.18049	0.919883
ATAC15309	ES	0.79229	0.499744
ATAC15310	ES	1.76235	0.592192
ATAC15311	ES	1.42504	0.738945
ATAC15312	ES	3.56388	1.64261
ATAC15313	ES	3.87823	3.66281
ATAC15314	ES	0.687028	0.543227
ATAC15315	ES	0.746231	0.353175
ATAC15316	ES	1.36484	1.19521
ATAC15317	ES	1.49024	1.06211
ATAC15381	ES	0.851455	0.755126
ATAC15382	ES	0.847408	0.673696
ATAC15383	ES	0.864302	0.918152
ATAC15384	ES	3.52415	3.75096
ATAC15385	ES	2.43259	1.71036
ATAC15386	ES	1.5957	0.850252
ATAC15387	ES	2.14896	1.00461
ATAC15388	ES	0.927558	0.532436
ATAC15389	ES	0.737833	0.461765
ATAC15390	ES	2.64767	2.76029
ATAC15391	ES	2.76123	1.11112
ATAC15392	ES	0.885252	0.505389
ATAC15393	ES	0.754171	0.92309
ATAC15394	ES	3.99913	1.76747
ATAC15395	ES	2.87518	2.0565
ATAC15396	ES	3.70369	3.42634
ATAC15397	ES	1.81483	1.0215
ATAC15398	ES	0.919087	0.755229
ATAC15442	ES	1.29434	1.13015
ATAC15443	ES	1.77282	1.34469
ATAC15444	ES	1.8498	1.40724
ATAC15445	ES	3.08061	2.06563
ATAC15446	ES	1.82552	1.23876
ATAC15447	ES	1.70735	1.25766
ATAC15448	ES	0.973679	0.602976
ATAC15489	ES	0.733617	0.483564
ATAC15490	ES	2.83744	2.47758
ATAC15491	ES	4.08521	4.11829
ATAC15492	ES	0.952728	0.548747
ATAC15493	ES	0.864281	1.06488
ATAC15505	ES	2.64346	2.61328
ATAC15506	ES	1.25841	0.43452
ATAC15507	ES	3.10267	2.88467
ATAC15508	ES	1.38289	1.10293
ATAC15509	ES	1.29012	1.06502
ATAC15549	ES	1.09395	0.554085
ATAC15550	ES	1.39544	1.22785
ATAC15551	ES	3.38317	3.6155
ATAC15552	ES	2.72326	0.776804
ATAC15553	ES	1.44614	1.11382
ATAC15554	ES	1.33592	0.955848
ATAC15555	ES	5.24889	3.61842
ATAC15556	ES	1.01143	0.66258
ATAC13512	ES	1.40816	1.46696
ATAC13513	ES	3.4435	2.46036
ATAC13514	ES	1.66949	1.73863
ATAC13515	ES	0.72096	0.55963
ATAC13516	ES	2.15006	2.50728
ATAC13517	ES	1.96772	0.646318
ATAC13518	ES	1.13624	1.7819
ATAC13519	ES	0.826322	0.766073
ATAC13520	ES	0.767194	0.831094
ATAC13521	ES	1.9605	2.58079
ATAC13522	ES	1.80875	1.467
ATAC13523	ES	0.771538	0.59769
ATAC13524	ES	1.3534	1.516
ATAC13542	ES	0.982283	0.68994
ATAC13543	ES	1.04528	0.418326
ATAC13544	ES	0.796856	0.809399
ATAC13545	ES	0.817435	0.472692
ATAC13557	ES	2.13335	2.32543
ATAC13558	ES	1.42459	0.630122
ATAC13594	ES	0.86429	0.548796
ATAC13595	ES	1.69069	0.831436
ATAC13596	ES	0.927549	1.10838
ATAC13598	ES	1.82887	1.4715
ATAC13599	ES	0.95705	0.353142
ATAC13600	ES	2.97661	3.34691
ATAC13608	ES	0.864319	0.853001
ATAC13609	ES	3.41928	3.86304
ATAC13610	ES	3.15366	3.79791
ATAC13619	ES	2.62221	2.1756
ATAC13620	ES	1.24095	1.14465
ATAC13621	ES	1.00761	0.964338
ATAC13622	ES	1.47141	0.773381
ATAC13623	ES	2.81274	2.45537
ATAC13624	ES	2.15425	1.30934
ATAC13625	ES	4.31077	2.28458
ATAC13626	ES	1.31952	1.09739
ATAC13627	ES	0.923256	0.831219
ATAC13628	ES	1.02453	1.12324
ATAC13629	ES	2.10586	1.92877
ATAC13685	ES	1.3871	1.18994
ATAC13686	ES	0.750402	0.706302
ATAC13687	ES	1.07475	0.809448
ATAC13688	ES	1.07916	1.15172
ATAC13689	ES	1.56761	2.05265
ATAC13693	ES	3.58373	3.8902
ATAC13694	ES	1.42919	1.45057
ATAC13695	ES	1.2558	1.3413
ATAC13696	ES	0.868126	0.874229
ATAC13697	ES	2.89649	3.29786
ATAC13698	ES	1.13826	1.31473
ATAC13699	ES	1.50095	1.59195
ATAC13729	ES	3.35911	3.67547
ATAC13730	ES	1.12556	1.26005
ATAC13731	ES	0.686847	0.651811
ATAC13732	ES	1.53342	1.5156
ATAC13733	ES	1.82548	0.728008
ATAC13734	ES	2.52534	3.15114
ATAC13758	ES	1.17557	0.830746
ATAC13759	ES	1.3744	1.68418
ATAC13760	ES	4.04308	4.50394
ATAC13761	ES	1.62734	1.95865
ATAC13762	ES	1.1974	1.1247
ATAC13763	ES	1.6267	1.38513
ATAC13770	ES	0.982267	0.744335
ATAC13771	ES	2.06171	2.64055
ATAC13931	ES	1.51873	1.26194
ATAC13932	ES	0.956991	0.825851
ATAC13933	ES	2.43901	1.57835
ATAC13934	ES	7.89685	5.51296
ATAC13935	ES	2.73615	2.33758
ATAC13936	ES	1.68499	0.954386
ATAC13937	ES	0.788322	0.537908
ATAC13973	ES	1.18465	1.01589
ATAC13974	ES	1.21806	1.30331
ATAC13975	ES	1.34058	0.63022
ATAC13976	ES	5.33857	4.66976
ATAC13977	ES	1.07087	0.819033
ATAC13978	ES	0.654529	0.434675
ATAC14008	ES	1.20578	0.70095
ATAC14009	ES	4.018	3.97721
ATAC14010	ES	2.84995	1.96675
ATAC14017	ES	1.66113	1.99947
ATAC14018	ES	0.729321	0.738891
ATAC14019	ES	0.805246	1.09206
ATAC14020	ES	3.24636	3.65115
ATAC14021	ES	1.01188	0.53242
ATAC14033	ES	1.41594	1.20555
ATAC14034	ES	1.70331	1.71695
ATAC14035	ES	0.699866	0.695478
ATAC14036	ES	1.15073	1.15168
ATAC14037	ES	0.792256	0.71142
ATAC14038	ES	1.8585	1.85181
ATAC14039	ES	1.3955	1.65171
ATAC14040	ES	1.1215	0.967116
ATAC14041	ES	1.26875	0.961493
ATAC14042	ES	1.56841	1.25509
ATAC14043	ES	2.22594	1.61361
ATAC14044	ES	1.01608	0.774248
ATAC14045	ES	0.967464	1.22233
ATAC14046	ES	1.04119	0.912588
ATAC14048	ES	1.11713	1.03763
ATAC14049	ES	1.09581	0.766166
ATAC14050	ES	1.09614	1.24815
ATAC14051	ES	3.07706	3.04778
ATAC14052	ES	0.847395	0.608459
ATAC14053	ES	0.737709	0.486248
ATAC14054	ES	0.995014	0.865219
ATAC14055	ES	1.54313	0.787882
ATAC14056	ES	0.954854	0.725299
ATAC14057	ES	0.729363	0.423748
ATAC14058	ES	0.826322	0.711816
ATAC14059	ES	3.00991	2.81931
ATAC14060	ES	0.872388	0.478059
ATAC14061	ES	2.12277	1.97487
ATAC13295	ES	1.60422	0.760654
ATAC13296	ES	0.660856	0.422406
ATAC13297	ES	3.65506	2.77186
ATAC13298	ES	1.6984	0.879857
ATAC13299	ES	1.17763	0.976097
ATAC13300	ES	0.961287	1.30941
ATAC14119	ES	3.18322	1.59195
ATAC14120	ES	3.10727	2.80899
ATAC14121	ES	1.02453	0.603139
ATAC14122	ES	3.13113	1.24407
ATAC14123	ES	0.91063	0.967073
ATAC14124	ES	1.52202	1.74426
ATAC14125	ES	0.805182	0.939847
ATAC14126	ES	1.14955	1.0431
ATAC14131	ES	0.822039	0.99424
ATAC14132	ES	1.89693	1.50469
ATAC14133	ES	1.09199	0.847552
ATAC14134	ES	1.11722	1.13825
ATAC14135	ES	0.956687	0.483564
ATAC14136	ES	0.817781	0.841917
ATAC14141	ES	1.45867	1.32565
ATAC14142	ES	0.82585	0.906932
ATAC14143	ES	1.10863	0.782346
ATAC14144	ES	2.52503	2.69711
ATAC14145	ES	1.88753	1.56453
ATAC14146	ES	1.619	1.98313
ATAC14147	ES	0.847387	0.880085
ATAC14148	ES	1.5009	1.75478
ATAC14149	ES	0.948517	1.043
ATAC14150	ES	1.24737	1.6019
ATAC14151	ES	2.99571	3.37723
ATAC14152	ES	1.23097	1.89611
ATAC14153	ES	0.876562	0.97744
ATAC14154	ES	0.788031	0.662575
ATAC14155	ES	0.98753	1.07292
ATAC14156	ES	1.12547	1.21142
ATAC14175	ES	1.36591	1.85247
ATAC14176	ES	1.45812	0.363993
ATAC14177	ES	1.47135	1.70061
ATAC14190	ES	0.7673	0.298788
ATAC14191	ES	1.53041	1.43981
ATAC14195	ES	2.03193	2.613
ATAC14196	ES	1.04137	1.17351
ATAC14197	ES	0.923265	0.972518
